query_id;query_text;full_prompt_no_web;full_prompt_web_search;query_variant;query_topics;query_countries;query_time_collection_years;query_time_display;query_universe;query_analysis_units;abstract_generated_query;abstract_query_generator_model;abstract_source_hash;source_dataset_id;source_title;source_doi;source_portal_url;source_row
146;Can you find datasets about Croatia in Croatia during the 2000s and 2010s and 2020s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Croatia in Croatia during the 2000s and 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Croatia in Croatia during the 2000s and 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Croatia""]";"[""Croatia""]";"[""2003"", ""2020""]";2000s and 2010s and 2020s;;;;;;SDN-10.7802-2388;CROCorp: Corpus of Parliamentary Debates in Croatia;[];https://data.gesis.org/sharing/#!Detail/10.7802/2388;53
147;Can you find datasets about Political ideology in Germany during the 2020s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Political ideology in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Political ideology in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Political ideology""]";"[""Germany""]";"[""2024"", ""2024""]";2020s;;;;;;ZA8738;Crisis Monitor (Week 8/2024);"[""10.4232/1.14353""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8738&db=D;54
148;Can you find datasets about Higher and further education in Germany during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Higher and further education in Germany during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Higher and further education in Germany during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Higher and further education""]";"[""Germany""]";"[""1968"", ""1968""]";1960s;;;;;;ZA0322;Attitude to Demonstrations and to the SDS;"[""10.4232/1.0322""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0322&db=D;55
149;Can you find datasets about Political behaviour and attitudes in Germany during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Political behaviour and attitudes in Germany during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Political behaviour and attitudes in Germany during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Political behaviour and attitudes""]";"[""Germany""]";"[""1968"", ""1968""]";1960s;;;;;;ZA0322;Attitude to Demonstrations and to the SDS;"[""10.4232/1.0322""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0322&db=D;55
150;Can you find datasets about Government, political systems and organisations in Germany during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Government, political systems and organisations in Germany during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Government, political systems and organisations in Germany during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Government, political systems and organisations""]";"[""Germany""]";"[""1968"", ""1968""]";1960s;;;;;;ZA0322;Attitude to Demonstrations and to the SDS;"[""10.4232/1.0322""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0322&db=D;55
151;Can you find datasets about Reproductive health in German Democratic Republic (1949-1990) during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Reproductive health in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Reproductive health in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Reproductive health""]";"[""German Democratic Republic (1949-1990)""]";"[""1990"", ""1990""]";1990s;;;;;;ZA6146;Partners III - Apprentices 1990;"[""10.4232/1.6146""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6146&db=D;56
152;Can you find datasets about Specific diseases, disorders and medical conditions in German Democratic Republic (1949-1990) during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Specific diseases, disorders and medical conditions in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Specific diseases, disorders and medical conditions in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Specific diseases, disorders and medical conditions""]";"[""German Democratic Republic (1949-1990)""]";"[""1990"", ""1990""]";1990s;;;;;;ZA6146;Partners III - Apprentices 1990;"[""10.4232/1.6146""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6146&db=D;56
153;Can you find datasets about Family life and marriage in German Democratic Republic (1949-1990) during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Family life and marriage in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Family life and marriage in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Family life and marriage""]";"[""German Democratic Republic (1949-1990)""]";"[""1990"", ""1990""]";1990s;;;;;;ZA6146;Partners III - Apprentices 1990;"[""10.4232/1.6146""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6146&db=D;56
154;Can you find datasets about SOCIAL STRATIFICATION AND GROUPINGS in Germany during the 2010s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about SOCIAL STRATIFICATION AND GROUPINGS in Germany during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about SOCIAL STRATIFICATION AND GROUPINGS in Germany during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""SOCIAL STRATIFICATION AND GROUPINGS""]";"[""Germany""]";"[""2010"", ""2010""]";2010s;;;;;;ZA5575;Group-oriented animosity against people (GMF-Survey 2010);"[""10.4232/1.11806""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5575&db=D;58
155;Can you find datasets about Minorities in Germany during the 2010s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Minorities in Germany during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Minorities in Germany during the 2010s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Minorities""]";"[""Germany""]";"[""2010"", ""2010""]";2010s;;;;;;ZA5575;Group-oriented animosity against people (GMF-Survey 2010);"[""10.4232/1.11806""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5575&db=D;58
156;Can you find datasets about Diet and nutrition in German Democratic Republic (1949-1990) during the 1980s and 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Diet and nutrition in German Democratic Republic (1949-1990) during the 1980s and 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Diet and nutrition in German Democratic Republic (1949-1990) during the 1980s and 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Diet and nutrition""]";"[""German Democratic Republic (1949-1990)""]";"[""1987"", ""1991""]";1980s and 1990s;;;;;;ZA6563;Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3);"[""10.4232/1.6563""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6563&db=D;59
157;Can you find datasets about General health and well-being in German Democratic Republic (1949-1990) during the 1980s and 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about General health and well-being in German Democratic Republic (1949-1990) during the 1980s and 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about General health and well-being in German Democratic Republic (1949-1990) during the 1980s and 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""General health and well-being""]";"[""German Democratic Republic (1949-1990)""]";"[""1987"", ""1991""]";1980s and 1990s;;;;;;ZA6563;Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3);"[""10.4232/1.6563""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6563&db=D;59
158;Can you find datasets about Medication and treatment in German Democratic Republic (1949-1990) during the 1980s and 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Medication and treatment in German Democratic Republic (1949-1990) during the 1980s and 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Medication and treatment in German Democratic Republic (1949-1990) during the 1980s and 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Medication and treatment""]";"[""German Democratic Republic (1949-1990)""]";"[""1987"", ""1991""]";1980s and 1990s;;;;;;ZA6563;Schoolchildren Interval Study Health Education and Maintaining  Health 1987 to 1991 (Waves 1 to 3);"[""10.4232/1.6563""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6563&db=D;59
